menu_id	ice_t_id	menu_t_id	stor_m_price	stor_m_name	stor_m_cal	stor_m_info	stor_m_img
84	0	0	5000	아이스 카푸치노	115	풍부하고 진한 에스프레소에 신선한 우유와 우유 거품이 얼음과 함께 들어간 시원하고 부드러운 커피 음료	s_icappu_caf
80	1	0	5000	바닐라 빈 라떼	245	리저브만을 위한 프리미엄 바닐라 빈 시럽이 부드럽게 어우러진 카페 라떼	s_vanlb_caf
80	0	0	5000	아이스 바닐라 빈 라떼	245	리저브만을 위한 프리미엄 바닐라 빈 시럽이 부드럽게 어우러진 카페 라떼	s_ivanlb_caf
90	1	0	5500	카페 모카	290	진한 초콜릿 모카 시럽과 풍부한 에스프레소를 스팀 밀크와 섞어 휘핑크림으로 마무리한 음료로 진한 에스프레소와 초콜릿 맛이 어우러진 커피	s_cafmoc_caf
90	0	0	5500	아이스 카페 모카	290	진한 초콜릿 모카 시럽과 풍부한 에스프레소를 스팀 밀크와 섞어 휘핑크림으로 마무리한 음료로 진한 에스프레소와 초콜릿 맛이 어우러진 커피	s_icafmoc_caf
86	0	0	4900	콜드브루	5	콜드 브루 전용 원두를 차가운 물로 추출하여 한정된 양만 제공됩니다. 깊은 풍미의 새로운 커피 경험을 즐겨보세요.	s_colb_caf
100	1	0	4500	민트 블렌드 티	1	스피어민트, 페퍼민트, 레몬머틀이 블렌딩된 상쾌한 허브 티	s_minble_tea
100	0	0	4500	아이스 민트 블렌드 티	1	스피어민트, 페퍼민트, 레몬머틀이 블렌딩된 상쾌한 허브 티	s_iminble_tea
98	1	0	4500	얼 그레이 티	1	꽃향 가득한 라벤더와 베르가못 향이 진한 홍차와 블렌딩된 향긋한 블랙 티	s_earlg_tea
98	0	0	4500	아이스 얼 그레이 티	1	꽃향 가득한 라벤더와 베르가못 향이 진한 홍차와 블렌딩된 향긋한 블랙 티	s_iearlg_tea
99	1	0	4500	캐모마일 블렌드 티	3	캐모마일과 레몬 그라스, 레몬밤, 히비스커스 등 블렌딩되어 은은하고 차분한 향이 기분을 좋게하는 허브 티	s_cham_tea
99	0	0	4500	아이스 캐모마일 블렌드 티	3	캐모마일과 레몬 그라스, 레몬밤, 히비스커스 등 블렌딩되어 은은하고 차분한 향이 기분을 좋게하는 허브 티	s_icham_tea
110	1	0	4500	히비스커스 블렌드 티	3	히비스커스, 사과, 파파야, 망고, 레몬그라스 등이 블렌딩된 상큼한 허브 티	s_hib_tea
110	0	0	4500	아이스 히비스커스 블렌드 티	3	히비스커스, 사과, 파파야, 망고, 레몬그라스 등이 블렌딩된 상큼한 허브 티	s_ihib_tea
145	1	1	5700	시그니처 핫 초콜릿	500	깊고 진한 초콜릿과 부드러운 휘핑크림이 입안에서 사르르 녹는 프리미엄 초콜릿 음료	s_sighcho_etc
145	0	1	5700	아이스 시그니처 초콜릿	325	깊고 진한 초콜릿과 부드러운 휘핑크림이 입안에서 사르르 녹는 프리미엄 초콜릿 음료	s_isicho_etc
148	0	0	6900	말차 샷 아포가토	230	바닐라 빈이 가득한 아이스크림과 진한 말차샷이 달콤 쌉싸름하게 어우러진 아포가토	s_malafo_etc
148	1	0	6500	말차 티 슈페너	400	아인슈페너를 말차로 즐기는 음료. 진하고 쌉싸름한 말차와 글레이즈드의 달콤함이 만나 부드럽게 즐기기 좋은 티 음료	s_maleins_etc
148	0	0	6500	아이스 말차 티 슈페너	320	아인슈페너를 말차로 즐기는 음료. 진하고 쌉싸름한 말차와 글레이즈드의 달콤함이 만나 부드럽게 즐기기 좋은 티 음료	s_imaleins_etc
152	1	0	6100	얼 그레이 바닐라 티 라떼	360	2가지 티(블랙티, 얼 그레이 티)가 조화롭게 어우러지고 얼 그레이 폼과 바닐라의 풍미가 은은하게 퍼져 깔끔하고 부드러운 티 라떼 음료	s_ealgva_etc
152	0	0	6100	아이스 얼 그레이 바닐라 티 라떼	325	2가지 티(블랙티, 얼 그레이 티)가 조화롭게 어우러지고 얼 그레이 폼과 바닐라의 풍미가 은은하게 퍼져 깔끔하고 부드러운 티 라떼 음료	s_iealgva_etc
148	1	0	6100	제주 유기농 말차로 만든 라떼	205	차광재배한 어린 녹찻잎을 곱게 갈아 깊고 진한 말차 본연의 맛과 향을 부드럽게 즐길 수 있는 제주 유기농 말차로 만든 라떼	s_jemalla_etc
148	0	0	6100	아이스 제주 유기농 말차로 만든 라떼	155	차광재배한 어린 녹찻잎을 곱게 갈아 깊고 진한 말차 본연의 맛과 향을 부드럽게 즐길 수 있는 제주 유기농 말차로 만든 라떼	s_ijemalla_etc
157	0	0	3500	우리 잣, 우유 크림번	385	폭신한 식감의 브리오쉬번 사이에 마스카포네 치즈와 우유, 그리고 국내산 잣으로 고소한 맛을 낸 크림을 듬뿍 채운 디저트 브레드입니다.	s_pinumil_br
170	1	0	4500	스모크드 소시지 브레드	520	훈제된 도톰한 소시지와 머스타드 그릴드 어니언이 맛의 조화를 이룬 든든한 간식용 소시지 브레드입니다.	s_sau_br
171	0	0	5300	리얼 블루베리 베이글	261	블루베리의 상큼한 풍미가 매력적인 베이글로 국내산 감자, 보리가루를 넣어 더욱 촉촉하고 건강하게 만들었습니다.	s_bulbag_br
194	0	0	5700	7 레이어 가나슈 케이크	576	초콜릿, 가나슈, 모카로 만든 시트와 크림이 7개의 층을 이루어 모양부터 매력적인 케이크입니다.	s_gana_ck
195	0	0	5500	레드벨벳 크림치즈 케이크	510	레드벨벳 시트 사이에 크림치즈 무스를 샌드한 케이크입니다.	s_redchee_ck
196	0	0	6500	상큼한 레몬 케이크	870	상큼한 레몬 크림 치즈를 올린 케이크입니다. 케이크 안 쪽에 우유 생크림이 들어있어 더욱 부드럽게 즐길 수 있습니다.	s_lemc_ck
199	0	0	6300	마스카포네 티라미수 케이크	476	고소한 마스카포네 치즈 크림에 촉촉한 커피 시트가 입안을 감싸는 기분 좋은 느낌의 떠먹는 티라미수입니다.	s_tiram_ck
201	0	0	5700	땅콩 버터 치즈 케이크	425	고소한 땅콩 버터를 듬뿍 넣은 달콤 짭짤한 치즈 케이크 위에 부드러운 마스카포네 크림을 올린 케이크입니다.	s_pebut_ck
221	0	0	5900	돔 피칸 타르트	435	타르트 시트에 달콤한 필링과 고소한 피칸을 돔 형태로 듬뿍 올려 구워낸 피칸 타르트 입니다	s_pecant_pi
253	0	0	5200	리저브 초콜릿 세트	181	벨기에와 프랑스산 재료를 넣은 프리미엄 초콜릿	s_choset_cho
