menu_id	ice_t_id	menu_t_id	stor_m_price	stor_m_name	stor_m_cal	stor_m_info	stor_m_img
85	1	0	5000	콜드브루라떼	80	저온숙성, 저온추출한 콜드브루를 부드럽게 즐길 수 있는 콜드브루라떼	4_coldra_caf
56	1	0	4500	콜드브루	80	투썸만의 저온숙성, 저온추출 기술을 통해 깔끔하게 즐길 수 있는 콜드브루	4_cold_caf
28	0	1	5800	스트로베리피치프라페	150	딸기와 복숭아의 상큼함이 조화롭게 어우러져 달콤하고 시원하게 즐길 수 있는 과일 프라페	8_straw_etc
42	0	0	6000	오렌지자몽주스	120	상큼한 오렌지와 자몽의 만남	6_oja_jui
42	0	0	5500	키위바나나주스	120	부드러운 바나나와 상큼한 키위의 궁합을 즐길 수 있는 주스	6_kiba_jui
59	0	0	6000	버블밀크티	180	풍미가 깊은 밀크티와 식감이 재밌는 버블이 들어간 티	3_bumil_mt
59	0	0	5500	버블그린티라떼	180	달콤함이 부담스러울 때 추천하는 버블그린티라떼	8_bugra_etc
91	0	0	5600	아이스화이트모카	180	화이트모카의 풍미를 느낄 수 있는 아이스화이트모카	4_whamo_caf
82	1	0	5600	카라멜마키야또	180	향긋한 바닐라시럽과 따뜻한 스팀밀크 위에 풍성한 우유거품을 얹고 에스프레소를 부은 달콤한 커피음료	4_caml_caf
82	0	0	5300	아이스카라멜마키야또	180	향긋한 바닐라시럽과 따뜻한 스팀밀크 위에 풍성한 우유거품을 얹고 에스프레소를 부은 달콤한 커피음료	4_calme_caf
91	0	0	5300	모카칩프라페	180	달콤하고 부드러운 화이트 초콜릿 시럽과 에스프레소를 스팀 밀크와 섞은 부드러운 커피	1_mocachi_sk
82	0	0	5300	카라멜프라페	180	카라멜과 커피가 어우러진 프라페	1_came_sk
73	0	0	4100	아이스커피	80	진한 에스프레소에 시원한 정수물과 얼음을 더하여 깔끔하게 즐길 수 있는 커피	4_cof_caf
91	0	0	5600	화이트모카	120	달콤하고 부드러운 화이트 초콜릿 시럽과 에스프레소를 신선한 우유 그리고 얼음을 섞어 달콤함과 부드러움을 느낄 수 있는 커피	4_moca_caf
82	0	0	5600	아이스커피	150	달콤한 카라멜시럽과 부드러운 커피가 만난 커피	4_cof_caf
29	0	0	5200	망고프라페	150	달콤한 망고를 시원하게 즐길 수 있는 음료	1_mang_sk
199	0	0	5200	커피생크림피스	350	달달함과 풍미를 느낄 수 있는 케이크	2_cofsang_cak
198	0	0	6300	떠먹는스트로베리초콜릿생크림	325	달콤한 초콜릿과 새콤달콤한 딸기를 한번에 즐길 수 있는 디저트	2_strwcho_cak.png
194	0	0	4500	초코큐브케이크	340	달콤한 초코케이크	2_cho_cak
199	0	0	5600	떠먹는티라미수	160	깊은 커피의 향을 색다르게 즐길 수 있는 케이크	2_tira_cak
201	0	0	5700	뉴욕치즈케이크	180	치즈의 풍미를 그대로 즐길 수 있는 케이크	2_chee_cak
199	0	0	5700	트리플초콜릿무스케이크	257	달콤함의 달콤함의 달콤함을 즐길 수 있는 케이크	2_tricho_cak
198	0	0	6000	밀키베리무스	375	화이트 글리사쥬를 입혀 고급스러운 데코를 한 무스 디저트케이크	2_milbe_cak
